FID,id,geom,objectid,ic_zsj,kod_zsj,zoskupenie,nazov_zsj,typ_zsj,status_zsj,cislo_uo,ch_uo,kod_co,pc_co,nazov_co,ic_utj,kod_utj,nazov_utj,zsj_ic_utj,zsj_kod_ut,zsj_nazov_,ic_zuj,kod_zuj,nazov_zuj,zsj_ic_zuj,zsj_kod_zu,zsj_nazov1,ic_okres,kod_okres,nazov_okre,zsj_ic_okr,zsj_kod_ok,zsj_nazo_1,ic_kraj,kod_kraj,nazov_kraj,zsj_ic_kra,zsj_kod_kr,zsj_nazo_2,kod_oblast,nazov_obla,zsj_kod_ob,zsj_nazo_3,kod_stat,nazov_stat,shape_leng,shape_area,stav
zsj.1,1,"MULTIPOLYGON (((-572963.5 -1279225.8500000015, -572960.7100000009 -1279230.0698999986, -572960.5599000007 -1279229.9899999984, -572958.6999999993 -1279232.8000000007, -572957.1398999989 -1279235.2399999984, -572950.8498999998 -1279245.0998999998, -572949.5 -1279247.210000001, -572948.6000000015 -1279248.4798999988, -572947.8299000002 -1279249.6499999985, -572946.8299999982 -1279251.120000001, -572946.9899999984 -1279251.2199999988, -572941.8099999987 -1279259.289999999, -572934.6799999997 -1279270.1000000015, -572930.2100000009 -1279277.0300000012, -572925.6999999993 -1279283.9100000001, -572918.370000001 -1279295.1700000018, -572915.6000000015 -1279299.4200000018, -572914.7300000004 -1279300.7300000004, -572910.7699999996 -1279306.7399999984, -572907.2399000004 -1279312.1600000001, -572906.370000001 -1279313.4499000013, -572902.8000000007 -1279318.870000001, -572899.379999999 -1279324.0599999987, -572894.4499999993 -1279331.4899999984, -572893.8500000015 -1279334.0199999996, -572891.9798999988 -1279341.8599000014, -572891.5399999991 -1279343.6999999993, -572882.3000000007 -1279351.8599999994, -572874.75 -1279358.5300000012, -572864.3999999985 -1279367.75, -572853.9800000004 -1279376.9800000004, -572841.7399999984 -1279387.789999999, -572835.0899999999 -1279393.6400000006, -572831.8900000006 -1279396.4100000001, -572830.9798999988 -1279397.2300000004, -572829.0500000007 -1279398.9899999984, -572827.1799999997 -1279400.620000001, -572826.7399000004 -1279401.5298999995, -572826.4100000001 -1279402.4899999984, -572826.1900000013 -1279403.4800000004, -572826.0898999982 -1279404.4899999984, -572826.1000000015 -1279405.379900001, -572826.1900000013 -1279406.2600000016, -572826.6499999985 -1279407.9800000004, -572827.0599000007 -1279408.7800000012, -572827.5599999987 -1279409.5199999996, -572828.1398999989 -1279410.1999000013, -572828.8000000007 -1279410.8099000007, -572830.1000000015 -1279411.6799999997, -572831.5399999991 -1279412.2798999995, -572836.8299999982 -1279413.2199999988, -572856.0300000012 -1279416.6499999985, -572856.9499999993 -1279416.8099000007, -572859.5899999999 -1279417.2699999996, -572860.5700000003 -1279417.4400000013, -572883.6999999993 -1279421.5, -572887.75 -1279422.129999999, -572910.6000000015 -1279426.039999999, -572910.6000000015 -1279426.3299999982, -572929.6799999997 -1279429.6900000013, -572929.7699999996 -1279429.4699000008, -572946.3898999989 -1279432.3299999982, -572946.3198999986 -1279432.6499999985, -572955.5300000012 -1279434.3399999999, -572956.3498999998 -1279433.6900000013, -572957.2300000004 -1279434.7600000016, -572960.2899999991 -1279435.25, -572974.6000000015 -1279437.7699000016, -572978.6600000001 -1279438.4499999993, -572977.4299999997 -1279437.039999999, -572978.5500000007 -1279437.3299999982, -572981.0700000003 -1279438, -572995.129999999 -1279441.629999999, -572998.629999999 -1279442.5500000007, -573013.9098999985 -1279445.4100000001, -573016.8599000014 -1279445.960000001, -573019.0898999982 -1279446.3200000003, -573019.6999000013 -1279446.3999000005, -573031.3900000006 -1279448.4899999984, -573068.8599999994 -1279455.1799999997, -573078.1700000018 -1279456.8399999999, -573118.129999999 -1279463.9800000004, -573138.0500000007 -1279467.6799999997, -573146.2199999988 -1279469.1700000018, -573160.4699999988 -1279471.7600000016, -573162.0799999982 -1279471.8999999985, -573170.4899000004 -1279472.0199999996, -573188.4899999984 -1279472.2800000012, -573190.2100000009 -1279472.2899000011, -573190.6999999993 -1279472.3000000007, -573191.1799999997 -1279473.1600000001, -573191.9800000004 -1279474.3299999982, -573193.0199999996 -1279475.4100000001, -573194.129999999 -1279476.3000000007, -573196 -1279477.3500000015, -573198.4800000004 -1279478, -573222.2599 -1279478.75, -573248.7199999988 -1279483.5500000007, -573251.9598999992 -1279484.1400000006, -573270.5 -1279491.8599999994, -573279.0799999982 -1279493.3099999987, -573310.8599999994 -1279499.1600000001, -573322.3000000007 -1279501.5300000012, -573354.7098999992 -1279507.3200000003, -573363.0399999991 -1279508.789999999, -573364.620000001 -1279509.1000000015, -573377.3299999982 -1279511.3299000002, -573379.0799999982 -1279511.3099999987, -573380.6400000006 -1279510.8399999999, -573382.2800000012 -1279509.5300000012, -573383.2599 -1279507.4899000004, -573383.2699999996 -1279505.6999999993, -573385.4200000018 -1279506.8398999982, -573394.4699000008 -1279511.6400000006, -573398.7899000011 -1279513.9199, -573401.5700000003 -1279515.4200000018, -573410.8399999999 -1279517.1700000018, -573410.8999000005 -1279516.9098999985, -573431.1000000015 -1279520.4800000004, -573431.0300000012 -1279520.8500000015, -573440.3399999999 -1279522.5199999996, -573442.4499999993 -1279524.5199999996, -573453.4100000001 -1279535.5, -573454.1600000001 -1279535.620000001, -573500.629999999 -1279543.710000001, -573502.0700000003 -1279535.8500000015, -573502.620000001 -1279532.8200000003, -573511.2498999983 -1279534.3398999982, -573513.8000000007 -1279534.8200000003, -573513.2199999988 -1279537.870000001, -573511.7600000016 -1279545.5899999999, -573522.7899999991 -1279547.6000000015, -573522.7399999984 -1279547.8999999985, -573557.129999999 -1279554.0799999982, -573557.1799999997 -1279553.8900000006, -573575.7600000016 -1279557.0100000016, -573576.25 -1279545.2399999984, -573576.5899999999 -1279537.1799999997, -573580.7899999991 -1279537.2199000008, -573587.9100000001 -1279537.3099999987, -573590.9199000001 -1279440.5199999996, -573591.8898999989 -1279408.0399000011, -573592.0399999991 -1279404.4098999985, -573592.2098999992 -1279401.6999999993, -573592.1000000015 -1279397.7399999984, -573591.7600000016 -1279394.539999999, -573591.2199999988 -1279392.3698999994, -573590.0898999982 -1279388.9299999997, -573589.3500000015 -1279387.3099999987, -573587.879999999 -1279384.629999999, -573584.6999000013 -1279380.139899999, -573581.3299999982 -1279375.8599000014, -573559.0298999995 -1279347.3000000007, -573551.9100000001 -1279338.25, -573515.5998999998 -1279292.0599000007, -573512.6499000005 -1279288.0998999998, -573510.1099999994 -1279284.3200000003, -573506.7600000016 -1279278.870000001, -573504.5799999982 -1279275.0100000016, -573500.8198999986 -1279267.5500000007, -573496.6400000006 -1279255.2600000016, -573491.1799999997 -1279256.4499999993, -573492.5599999987 -1279261.3099999987, -573491.2800000012 -1279263.3399999999, -573491.0199999996 -1279262.870000001, -573485.379999999 -1279268.789999999, -573459.6600000001 -1279281.3599999994, -573459.8200000003 -1279282.0899999999, -573466.2600000016 -1279278.960000001, -573466.9699999988 -1279280.3999999985, -573463.4299999997 -1279282.0500000007, -573463.2699999996 -1279281.6999999993, -573461.8000000007 -1279282.4200000018, -573462.4899999984 -1279283.8099999987, -573463.9100000001 -1279283.1400000006, -573463.7199999988 -1279282.7600000016, -573467.3200000003 -1279281.0300000012, -573468.2300000004 -1279282.8500000015, -573470.8200000003 -1279288.0500000007, -573453.5899999999 -1279296.6799999997, -573450.6499999985 -1279298.3099999987, -573446.2699999996 -1279296.4699999988, -573446.6700000018 -1279296.3099999987, -573449.5100000016 -1279295.1400000006, -573447.120000001 -1279289.6099000014, -573444.3500000015 -1279290.5599999987, -573440.5500000007 -1279291.870000001, -573439.6700000018 -1279292.1000000015, -573436.6799999997 -1279291.7699999996, -573433.7300000004 -1279291.4699999988, -573430.6400000006 -1279291.129999999, -573430.6700000018 -1279290.8999999985, -573427.6799999997 -1279290.5799999982, -573424.6099999994 -1279290.2199999988, -573421.6700000018 -1279289.9100000001, -573418.6000000015 -1279289.6000000015, -573415.5300000012 -1279289.2399999984, -573412.5500000007 -1279288.9299999997, -573409.6900000013 -1279288.6099999994, -573406.629999999 -1279288.2699999996, -573403.6799999997 -1279287.9400000013, -573400.6600000001 -1279287.5899999999, -573397.3200000003 -1279287.2399000004, -573397.2100000009 -1279288.3599999994, -573391.6999000013 -1279287.5610000007, -573367.5199999996 -1279284.0700000003, -573353.9299999997 -1279282.8498999998, -573315.9199000001 -1279278.4100000001, -573278.7798999995 -1279272.370000001, -573256.8399999999 -1279265.9100000001, -573195.9699999988 -1279246.2600000016, -573170.0500000007 -1279234.3498999998, -573155.3099999987 -1279226.6999999993, -573136.0300000012 -1279216.710000001, -573134.8999999985 -1279215.960000001, -573118.379999999 -1279204.9798999988, -573110.2199999988 -1279199.5899999999, -573107.7300000004 -1279197.9100000001, -573079.3999999985 -1279179.3599999994, -573063 -1279168.4800000004, -573048.870000001 -1279155.3900000006, -573040.3698999994 -1279157.3398999982, -573039.120000001 -1279157.620000001, -573041.1799999997 -1279165.9800000004, -573041.3398999982 -1279166.5899999999, -573041.7899999991 -1279168.4299999997, -573041.3398999982 -1279168.539999999, -573034.8500000015 -1279169.8399999999, -573022.4400000013 -1279172.2600000016, -573016.5199999996 -1279173.4400000013, -573015.1499999985 -1279173.710000001, -573013.7699000016 -1279173.9899000004, -573007.7699999996 -1279175.1799999997, -572995.1499999985 -1279177.6400000006, -572994.4200000018 -1279178.6900000013, -572993.5599000007 -1279179.9899000004, -572993.4100000001 -1279180.2199999988, -572987.1000000015 -1279189.8399999999, -572982.8999999985 -1279196.2800000012, -572978.6700000018 -1279202.7199999988, -572975.0199999996 -1279208.2699999996, -572974.370000001 -1279209.2599, -572970.6000000015 -1279215, -572963.5 -1279225.8500000015)))",1,2045520,SK01012045520,204552,Karpatská ulica,UO,JADRO,51,O,0,0,,804096,SK0101804096,Staré Mesto,804096,SK0101804096,Staré Mesto,528595,SK0101528595,Bratislava - Staré Mesto,528595,SK0101528595,Bratislava - Staré Mesto,101,SK0101,Bratislava I,101,SK0101,Bratislava I,1,SK010,Bratislavský,1,SK010,Bratislavský,SK01,Bratislavský kraj,SK01,Bratislavský kraj,SK0,Slovenská republika,2057.07064302,163711.875388,27.06.2025
zsj.4,4,"MULTIPOLYGON (((-573160.8399999999 -1279903.629999999, -573122.3599999994 -1279929.960000001, -573106.9100000001 -1279940.1799000017, -573022.2199000008 -1279998.4800000004, -572996.8698999994 -1280015.9499999993, -572990.879999999 -1280023.5500000007, -572988.6499999985 -1280033.039999999, -572988.5298999995 -1280035.9800000004, -572988.5100000016 -1280039.7800000012, -572988.879999999 -1280043.3500000015, -572973.1900000013 -1280032.3399999999, -572970.799899999 -1280030.6699, -572962.1799999997 -1280024.620000001, -572953.1700000018 -1280023.8099000007, -572942.5300000012 -1280019.3299999982, -572935.5698999986 -1280014.0100000016, -572918.3999999985 -1280000.8999999985, -572904.4299999997 -1279989.0799999982, -572904.1400000006 -1279989.4299999997, -572902.1900000013 -1279991.710000001, -572900.1198999994 -1279994.1600000001, -572899.25 -1279995.1799999997, -572920.3900000006 -1280013.120000001, -572935.3099999987 -1280024.4699999988, -572941.3399999999 -1280029.0599000007, -573040.9499000013 -1280103.8500000015, -573076.5099 -1280130.7699000016, -573110.6799999997 -1280158.710000001, -573147.0399999991 -1280191.9299999997, -573190.0199999996 -1280236.8099999987, -573218.0199000016 -1280267.4998999983, -573218.9299999997 -1280267.0100000016, -573221.620000001 -1280265.539999999, -573222.6499999985 -1280264.9800000004, -573238.4699000008 -1280282.5300000012, -573266.629999999 -1280312.5599999987, -573270.4499999993 -1280316.629999999, -573270.9100000001 -1280316.2699999996, -573278.0799999982 -1280310.870000001, -573284.7600000016 -1280306.6600000001, -573284.629999999 -1280306.4400000013, -573289.2399000004 -1280303.460000001, -573289.1099999994 -1280303.2800000012, -573291.4699000008 -1280301.6999999993, -573291.620000001 -1280301.879999999, -573296.2498999983 -1280298.7699999996, -573296.4299000017 -1280298.9899000004, -573303.0399999991 -1280294.7600000016, -573316.7899999991 -1280285.8399999999, -573328.2100000009 -1280278.3900000006, -573334.8099999987 -1280273.9400000013, -573338.8999000005 -1280271.3299000002, -573341.0899999999 -1280269.9200000018, -573346.7800000012 -1280266.289999999, -573344.4400000013 -1280263.0300000012, -573373.0599999987 -1280244.789999999, -573375.0899999999 -1280248.0799000002, -573381.9100000001 -1280243.6600000001, -573383.9600000009 -1280242.2599, -573389.9098999985 -1280238.3900000006, -573391.8099999987 -1280237.1400000006, -573402.3399999999 -1280230.1999999993, -573412.9199000001 -1280223.289999999, -573423.4899000004 -1280216.299899999, -573422.0700000003 -1280211.9098999985, -573420.9800000004 -1280207.0599000007, -573418.0100000016 -1280193.8099999987, -573417.25 -1280193.3500000015, -573407.8399999999 -1280188.1700000018, -573390.3599999994 -1280170.9499999993, -573371.4998999983 -1280150.6000000015, -573368.3398999982 -1280149.5199999996, -573364.9400000013 -1280151.039999999, -573353.6700000018 -1280141.6400000006, -573356.879999999 -1280137.3399999999, -573357.9400000013 -1280129.120000001, -573355.5199999996 -1280124.0199999996, -573354.7699999996 -1280122.4400000013, -573354.2699999996 -1280121.3900000006, -573352.5700000003 -1280119.0100000016, -573353.9800000004 -1280117.7399999984, -573344.1099999994 -1280107.1700000018, -573339.8200000003 -1280102.620000001, -573309.7399999984 -1280069.3599000014, -573304.3000000007 -1280063.8999999985, -573300.7399000004 -1280059.6400000006, -573298.8698999994 -1280047.4699999988, -573264.3599000014 -1280007.1999000013, -573256.2800000012 -1280013.8399999999, -573253.8000000007 -1280010.8999000005, -573224.1600000001 -1279974.210000001, -573231.5899999999 -1279968.0899999999, -573224.1000000015 -1279959.1000000015, -573216.4100000001 -1279964.620000001, -573186.3999999985 -1279927.7699999996, -573180 -1279919.6000000015, -573179.1099999994 -1279920.1198999994, -573176.9899000004 -1279921.3500000015, -573176.3398999982 -1279921.7298000008, -573173.1099999994 -1279923.6099999994, -573172.2199999988 -1279922.539999999, -573170.1900000013 -1279916.9400000013, -573168.2699999996 -1279911.629900001, -573164.7199999988 -1279901.2699999996, -573160.8399999999 -1279903.629999999)))",4,2045870,SK01012045870,204587,Rektorát techniky,UO,JADRO,54,O,0,0,,804096,SK0101804096,Staré Mesto,804096,SK0101804096,Staré Mesto,528595,SK0101528595,Bratislava - Staré Mesto,528595,SK0101528595,Bratislava - Staré Mesto,101,SK0101,Bratislava I,101,SK0101,Bratislava I,1,SK010,Bratislavský,1,SK010,Bratislavský,SK01,Bratislavský kraj,SK01,Bratislavský kraj,SK0,Slovenská republika,1493.07507597,86275.3876619,27.06.2025
zsj.84,84,"MULTIPOLYGON (((-567893.6799999997 -1280326.6999999993, -567877.6000000015 -1280326.879999999, -567876.4400000013 -1280326.8500000015, -567859.1600000001 -1280328.3000000007, -567851.7300000004 -1280328.789999999, -567830.5500000007 -1280330.1799999997, -567830.3299999982 -1280330.1900000013, -567813.0899999999 -1280336.1900000013, -567795.5300000012 -1280340.789999999, -567784.6799999997 -1280345.4499999993, -567778.299899999 -1280348.1900000013, -567767.0100000016 -1280355.0199999996, -567765.4100000001 -1280355.8698999994, -567760.5395999998 -1280382.0199000016, -567756.3900000006 -1280404.3000000007, -567751.299899999 -1280389.370000001, -567747.6000000015 -1280386.5399000011, -567739.2699999996 -1280380.25, -567737.0300000012 -1280415.3299999982, -567735.1499999985 -1280427.0300000012, -567686.5300000012 -1280729.1999999993, -567668.9299000017 -1280838.5799999982, -567668.4400000013 -1280842.1600000001, -567665.5399999991 -1280863.3500000015, -567663.5500000007 -1280877.879999999, -567658.0799999982 -1280917.8399999999, -567653.8200000003 -1280948.9400000013, -567652.6499999985 -1280957.4699999988, -567647.0100000016 -1280998.6600000001, -567640.25 -1281048, -567636.7199999988 -1281050.1099999994, -567635.3000000007 -1281048.460000001, -567632.4699999988 -1281045.1799999997, -567619.25 -1281029.8399999999, -567613.6099999994 -1281023.2800000012, -567606.629999999 -1281015.1900000013, -567597.0700000003 -1281025.7800000012, -567587.0199999996 -1281037.75, -567585.1700000018 -1281035.5199999996, -567538.5500000007 -1281002.4100000001, -567535.1499999985 -1281000, -567525.1000000015 -1281009.289999999, -567496.129999999 -1281045.379999999, -567485.3999999985 -1281058.7399999984, -567453.9800000004 -1281097.1999999993, -567428.7399999984 -1281120.6000000015, -567413 -1281130.6700000018, -567393.3900000006 -1281142.870000001, -567353.9699999988 -1281167.9899999984, -567326.1700000018 -1281185.6999000013, -567318.8200000003 -1281190.0599999987, -567267.4699999988 -1281220.5300000012, -567256.1600000001 -1281227.1700000018, -567196.1900000013 -1281262.3500000015, -567160.2699999996 -1281281.9100000001, -567159.6799999997 -1281280.870000001, -567129.1499999985 -1281295.2399999984, -567070.2899999991 -1281322.2399999984, -567009.3698999994 -1281350.710000001, -566977.3900000006 -1281358.7600000016, -566957.1099999994 -1281366.5099, -566928.879999999 -1281376.1099999994, -566927.1400000006 -1281399.3999000005, -566944.8299999982 -1281409.0599999987, -566954.0472000018 -1281416.5735, -566954.4600000009 -1281416.9100000001, -566955.0099 -1281417.3500000015, -566955.4600000009 -1281417.8000000007, -566964.2300000004 -1281425, -567080.3414000012 -1281491.8874000013, -567091.5599000007 -1281498.3498999998, -567138.1799999997 -1281525.5998999998, -567174.0599999987 -1281546.9699999988, -567204.629900001 -1281565.1799000017, -567353.9098999985 -1281661.9800000004, -567462.6499999985 -1281749.870000001, -567497.1700000018 -1281777.0100000016, -567539.1799999997 -1281689.7300000004, -567542.1228 -1281684.7716999985, -567546.5212000012 -1281677.3608000018, -567550.8557000011 -1281670.057500001, -567555.0615000017 -1281662.9710000008, -567558.5399999991 -1281657.1099000014, -567559.4992999993 -1281654.9998000003, -567564.1499999985 -1281644.7699999996, -567568.1543000005 -1281635.9620000012, -567572.5196000002 -1281626.3597999997, -567576.4792999998 -1281617.6497000009, -567587.4252999984 -1281593.5722999983, -567604.5384999998 -1281555.929299999, -567617.5271999985 -1281527.3586999997, -567621.8999000005 -1281517.7399999984, -567623.8537000008 -1281514.0117999986, -567638.4398999996 -1281486.1799999997, -567633.620000001 -1281480.3500000015, -567631.3299999982 -1281477.5599999987, -567638.3500000015 -1281462.6400000006, -567638.3865999989 -1281462.5683999993, -567639.2800000012 -1281460.8200000003, -567649.9299999997 -1281463.6600000001, -567655.6887000017 -1281454.9591000006, -567660.9098999985 -1281447.0700000003, -567663.7232000008 -1281444.0931000002, -567676.9098999985 -1281430.139899999, -567679.9904999994 -1281427.3905999996, -567685.370000001 -1281422.5898999982, -567692.5799999982 -1281418.5700000003, -567693.25 -1281419.5199999996, -567697.129999999 -1281416.039999999, -567701.1900000013 -1281412.289999999, -567701.6900000013 -1281411.9699999988, -567704.1099999994 -1281410.1400000006, -567707.4400000013 -1281407.629999999, -567709.0898999982 -1281406.3900000006, -567709.6000000015 -1281406.0599999987, -567711.120000001 -1281408.129999999, -567715.6600000001 -1281414.2699999996, -567716.2699999996 -1281415.1099999994, -567717.0698999986 -1281415.7199999988, -567724.0599999987 -1281409.4699999988, -567730.049899999 -1281403.2199999988, -567731.379999999 -1281404.9800000004, -567734.9483000003 -1281402.2377999984, -567754.9989 -1281386.8286999986, -567769.0898000002 -1281375.9998000003, -567780.5401000008 -1281367.200100001, -567788.7899999991 -1281360.8599999994, -567791.299899999 -1281358.7199000008, -567798.7600000016 -1281352.3500000015, -567808.6700000018 -1281343.5500000007, -567828.7399000004 -1281323.4800000004, -567843.2899999991 -1281302.960000001, -567856.5899999999 -1281281.1700000018, -567860.4499999993 -1281273.629999999, -567864.5300000012 -1281260.6099999994, -567853.379999999 -1281264.7699999996, -567854.75 -1281261.8099000007, -567859.5100000016 -1281251.2300000004, -567860.5799999982 -1281248.7300000004, -567860.7699999996 -1281248.1400000006, -567860.7899999991 -1281248.0799000002, -567864.5700000003 -1281236.4499999993, -567895.5300000012 -1281169.129999999, -567892.2100000009 -1281166.9800000004, -567892.9499000013 -1281165.5099, -567897.3900000006 -1281156.620000001, -567902.5700000003 -1281146.2800000012, -567936.1099999994 -1281079.2600000016, -567943.25 -1281064.4499999993, -567951.5100000016 -1281047.3299999982, -567959.4800000004 -1281031.6099999994, -567959.6799999997 -1281031.2600000016, -567966.6400000006 -1281017.9899999984, -567967.1700000018 -1281016.9800000004, -567968.379999999 -1281015.3299999982, -567979.0599999987 -1281000.8399999999, -567980.5100000016 -1280998.789999999, -567990.0799999982 -1280986.8999999985, -567998.4598999992 -1280977.8498999998, -568002.3500000015 -1280973.6400000006, -568003.8500000015 -1280972.1400000006, -568015.2899999991 -1280960.5199999996, -568017.4199000001 -1280958.3399999999, -568034.0599999987 -1280941.3900000006, -568054.3099999987 -1280920.9499999993, -568060.370000001 -1280915.0100000016, -568079.5899999999 -1280895.5700000003, -568093.4899999984 -1280881.5300000012, -568102.0799999982 -1280873.6099999994, -568121.0500000007 -1280856.129999999, -568124.879999999 -1280852.6000000015, -568130.8999999985 -1280847.1900000013, -568161.1000000015 -1280818.8299999982, -568163.629999999 -1280820.5199999996, -568180.75 -1280802.5700000003, -568221.3200000003 -1280759.25, -568259.7096000016 -1280718.3597000018, -568269.370000001 -1280708.0700000003, -568285.8599999994 -1280691.9699999988, -568291.3999999985 -1280686.5599000007, -568297.3500000015 -1280681.539999999, -568300.3924000002 -1280678.9728000015, -568311.5 -1280669.6000000015, -568311.4699999988 -1280669.4299999997, -568308.6499999985 -1280653.370000001, -568305.9200000018 -1280637.8500000015, -568302.9899999984 -1280621.1999999993, -568301.0599999987 -1280610.210000001, -568301.0300000012 -1280610.039999999, -568300.4699999988 -1280606.960000001, -568299.379999999 -1280601.0100000016, -568297.629999999 -1280595.0300000012, -568294.6000000015 -1280584.3999999985, -568293.1400000006 -1280580.879999999, -568278.8399999999 -1280544.5199999996, -568277.3500000015 -1280540.7300000004, -568277.9600000009 -1280540.1000000015, -568274.4800000004 -1280530.3000000007, -568267.370000001 -1280518.5700000003, -568266.3900000006 -1280516.960000001, -568263.6099999994 -1280512.3900000006, -568265.3500000015 -1280510.620000001, -568260.4600000009 -1280505.4699999988, -568250.8299999982 -1280495.0100000016, -568249.2800000012 -1280493.3599999994, -568246.8000000007 -1280490.7199999988, -568242.5199999996 -1280486.1600000001, -568238.2399000004 -1280481.5998999998, -568231.0898999982 -1280474.3900000006, -568229.0599999987 -1280471.75, -568223.7899000011 -1280464.8999999985, -568215.4499000013 -1280458.1000000015, -568207.3299999982 -1280451.3399999999, -568189.6900000013 -1280438.8498999998, -568175.0500000007 -1280430.1400000006, -568172.4800000004 -1280428.6099999994, -568155.2399999984 -1280419.2800000012, -568139.3500000015 -1280410.6099999994, -568129.6900000013 -1280406.210000001, -568122.9899999984 -1280403.1799999997, -568106.9899999984 -1280396.3900000006, -568092.6600000001 -1280390.3099999987, -568081.3099999987 -1280385.4200000018, -568069.0799999982 -1280380.120000001, -568058.3299999982 -1280375.039999999, -568041.620000001 -1280367.629999999, -568025.1600000001 -1280360.3599999994, -568009.7699999996 -1280353.4800000004, -568001.4605999999 -1280349.7985000014, -567995.370000001 -1280347.1000000015, -567993.7688999996 -1280346.5634000003, -567980.75 -1280342.1999999993, -567963.1499999985 -1280336.370000001, -567943.75 -1280332.9598000012, -567928.0500000007 -1280330.1999999993, -567910.4299999997 -1280328.1799999997, -567893.6799999997 -1280326.6999999993)))",84,2702700,SK01022702700,270270,Hrušov,UO,JADRO,211,O,0,0,,870293,SK0102870293,Vrakuňa,870293,SK0102870293,Vrakuňa,529338,SK0102529338,Bratislava - Vrakuňa,529338,SK0102529338,Bratislava - Vrakuňa,102,SK0102,Bratislava II,102,SK0102,Bratislava II,1,SK010,Bratislavský,1,SK010,Bratislavský,SK01,Bratislavský kraj,SK01,Bratislavský kraj,SK0,Slovenská republika,4522.60102365,695484.951317,27.06.2025
